codebook_index,density,count
407,0.00020580167348528588,149
408,2.2099508562178348e-05,16
410,2.7624385702722935e-06,2
411,0.0005096699162152381,369
412,1.5193412136497615e-05,11
413,0.00012154729709198092,88
414,4.281779783922055e-05,31
415,3.453048212840367e-05,25
416,2.07182892770422e-05,15
417,0.0001657463142163376,120
418,0.001109119085964326,803
419,0.0002900560498785908,210
420,4.834267497976514e-05,35
421,9.668534995953027e-06,7
422,2.9005604987859083e-05,21
423,0.0006132613626004492,444
424,0.0002361884977582811,171
425,2.9005604987859083e-05,21
427,0.0006906096425680734,500
428,0.00022928240133260038,166
429,7.182340282707963e-05,52
430,1.1049754281089174e-05,8
431,1.2430973566225321e-05,9
432,0.0002734814184569571,198
433,0.0003687855491313512,267
434,4.14365785540844e-05,30
435,0.0016781814314404183,1215
436,3.176804355813138e-05,23
437,4.834267497976514e-05,35
438,2.07182892770422e-05,15
439,0.0010787322616913307,781
440,3.453048212840367e-05,25
441,0.00018093972635283522,131
442,0.00015745899850552072,114
443,0.0002624316641758679,190
444,0.00025000069060964256,181
445,0.0002693377606015486,195
446,8.425437639330495e-05,61
447,2.7624385702722935e-06,2
448,1.3812192851361468e-06,1
449,5.110511355003743e-05,37
450,0.0013301141715861093,963
451,3.453048212840367e-05,25
452,0.0007928198696681482,574
453,5.6629990690582016e-05,41
455,0.00013812192851361468,100
456,0.0002707189798866848,196
457,9.668534995953027e-06,7
458,6.906096425680734e-05,50
459,2.7624385702722935e-06,2
460,0.0004281779783922055,310
461,4.281779783922055e-05,31
462,0.0001091163235257556,79
463,0.0012030419973535838,871
464,1.3812192851361468e-05,10
465,1.5193412136497615e-05,11
466,0.0008646432724952279,626
467,0.0005966867311788154,432
468,0.0003038682427299523,220
469,0.0005980679504639516,433
470,5.8011209975718166e-05,42
471,0.0004571835833800646,331
472,2.624316641758679e-05,19
473,5.8011209975718166e-05,42
474,2.7624385702722935e-06,2
475,9.392291138925798e-05,68
476,6.353608711626275e-05,46
477,0.00013397827065820623,97
478,0.0011560805416589548,837
479,4.4199017124356696e-05,32
481,0.0004074596891151633,295
482,0.0006657476954356228,482
483,0.0001091163235257556,79
484,2.7624385702722935e-06,2
485,0.0002099453313406943,152
486,0.0008218254746560073,595
487,3.176804355813138e-05,23
488,4.14365785540844e-05,30
489,0.0017541484921229065,1270
490,0.00017679606849742679,128
491,0.0006643664761504866,481
492,0.0003273489705772668,237
493,6.906096425680734e-06,5
494,4.14365785540844e-06,3
495,3.867413998381211e-05,28
496,8.56355956784411e-05,62
497,0.0001685087527866099,122
498,0.00010359144638521101,75
499,0.00038536018055298495,279
500,0.00012845339351766165,93
501,0.0009323230174668991,675
502,0.0002154702084812389,156
503,6.629852568653504e-05,48
504,1.3812192851361468e-06,1
505,0.0009364666753223076,678
506,0.00026105044489073176,189
507,0.0009254169210412183,670
508,0.0006035928276044961,437
509,0.0003867413998381211,280
510,2.2099508562178348e-05,16
512,8.149193782303266e-05,59
513,0.0009226544824709461,668
515,2.2099508562178348e-05,16
516,0.00018646460349337982,135
517,1.2430973566225321e-05,9
518,0.0005759684419017733,417
519,1.5193412136497615e-05,11
520,0.00024033215561368955,174
521,0.00017679606849742679,128
522,7.044218354194349e-05,51
523,6.629852568653504e-05,48
525,0.0017099494749985497,1238
526,0.002081497462700173,1507
527,6.906096425680734e-05,50
528,9.254169210412184e-05,67
529,0.00025276312917991484,183
530,0.0002707189798866848,196
531,0.00014640924422443157,106
532,6.906096425680734e-06,5
533,4.14365785540844e-05,30
534,4.4199017124356696e-05,32
535,0.0005027638197895575,364
536,0.00019889557705960514,144
537,0.0004433713905287031,321
538,0.0007071842739897071,512
539,0.0008466874217884579,613
540,1.3812192851361468e-05,10
542,7.596706068248807e-05,55
543,0.0002831499534529101,205
544,0.0009475164296033967,686
545,3.176804355813138e-05,23
546,0.0003176804355813138,230
547,1.3812192851361468e-05,10
548,0.0003743104262718958,271
549,0.0011077378666791897,802
550,8.28731571081688e-06,6
551,3.867413998381211e-05,28
552,3.453048212840367e-05,25
553,1.2430973566225321e-05,9
554,3.5911701413539814e-05,26
555,3.314926284326752e-05,24
556,0.0007113279318451156,515
557,1.5193412136497615e-05,11
558,2.3480727847314495e-05,17
559,0.00026795654131641245,194
560,0.00011740363923657248,85
561,0.0003314926284326752,240
562,2.3480727847314495e-05,17
563,1.3812192851361468e-06,1
564,0.0003024870234448161,219
565,0.0002044204542001497,148
566,0.00018093972635283522,131
567,8.28731571081688e-06,6
568,0.00017541484921229064,127
569,0.00017265241064201835,125
570,2.9005604987859083e-05,21
571,0.0003604982334205343,261
572,0.00011049754281089174,80
573,0.00029558092701913543,214
574,7.044218354194349e-05,51
575,0.0004364652941030224,316
576,0.0001823209456379714,132
577,3.867413998381211e-05,28
578,0.0003425423827137644,248
579,0.0007237589054113409,524
580,6.215486783112661e-05,45
581,0.00023066362061773652,167
583,7.320462211221579e-05,53
585,9.11604728189857e-05,66
586,4.9723894264901284e-05,36
588,2.7624385702722936e-05,20
589,2.2099508562178348e-05,16
590,7.182340282707963e-05,52
592,0.00028176873416777394,204
593,0.00032596775129213064,236
594,6.077364854599046e-05,44
595,0.0005000013812192851,362
596,0.00011602241995143633,84
598,0.00031491799701104144,228
599,1.3812192851361468e-06,1
600,0.0006698913532910312,485
601,0.00030110580415968,218
602,0.0007527645103992,545
605,0.00020165801562987742,146
606,0.001016577393860204,736
607,0.00016436509493120147,119
608,7.320462211221579e-05,53
609,0.0004102221276854356,297
610,1.657463142163376e-05,12
612,0.0007223776861262047,523
613,3.038682427299523e-05,22
614,4.558023640949285e-05,33
615,2.7624385702722935e-06,2
616,9.944778852980257e-05,72
617,7.320462211221579e-05,53
618,0.00017541484921229064,127
619,0.0023867469247152617,1728
620,1.3812192851361468e-06,1
621,0.0013301141715861093,963
622,0.0003687855491313512,267
623,5.248633283517358e-05,38
624,0.0005138135740706466,372
625,5.248633283517358e-05,38
626,0.000197514357774469,143
627,2.3480727847314495e-05,17
629,2.7624385702722935e-06,2
630,0.00012154729709198092,88
631,0.00014640924422443157,106
632,0.0005359130826328249,388
633,1.3812192851361468e-06,1
634,0.00018093972635283522,131
635,0.00025552556775018713,185
636,0.00023895093632855338,173
638,5.8011209975718166e-05,42
639,0.00020027679634474128,145
640,0.00011049754281089174,80
641,0.0011588429802292272,839
642,1.2430973566225321e-05,9
643,6.215486783112661e-05,45
644,0.0005704435647612286,413
645,1.3812192851361468e-06,1
646,8.011071853789652e-05,58
647,0.0008121569396600543,588
648,0.00011602241995143633,84
649,1.2430973566225321e-05,9
651,1.1049754281089174e-05,8
652,0.00021408898919610274,155
653,5.524877140544587e-06,4
654,9.530413067439412e-05,69
656,0.0007486208525437916,542
657,5.386755212030972e-05,39
658,7.872949925276036e-05,57
659,2.624316641758679e-05,19
660,4.281779783922055e-05,31
661,1.3812192851361468e-06,1
662,2.3480727847314495e-05,17
663,0.0013439263644374707,973
664,0.0001588402177906569,115
665,0.0005953055118936792,431
666,3.7292920698675965e-05,27
667,0.0005041450390746936,365
668,5.248633283517358e-05,38
670,0.0005676811261909563,411
671,0.00024585703275423415,178
672,0.0009544225260290774,691
673,2.9005604987859083e-05,21
674,1.9337069991906054e-05,14
675,0.0001063538849554833,77
676,1.3812192851361468e-06,1
677,0.00022651996276232806,164
678,0.0006464106254437167,468
680,0.00011049754281089174,80
681,0.0007209964668410686,522
682,0.00016298387564606532,118
683,0.00020718289277042203,150
684,0.000488951626938196,354
685,0.001044201779562927,756
686,8.56355956784411e-05,62
687,0.00023204483990287266,168
688,2.7624385702722935e-06,2
689,0.00019337069991906056,140
690,0.000348067259854309,252
691,0.0004806643112273791,348
692,0.00023480727847314495,170
694,0.00031491799701104144,228
695,5.386755212030972e-05,39
696,9.392291138925798e-05,68
697,0.0001892270420636521,137
698,0.00045027748695438384,326
699,9.668534995953028e-05,70
700,0.00014779046350956772,107
701,0.0001091163235257556,79
702,8.977925353384954e-05,65
703,0.0002417133748988257,175
704,4.558023640949285e-05,33
705,0.0001091163235257556,79
706,0.000988953008157481,716
707,9.392291138925798e-05,68
708,4.14365785540844e-05,30
709,0.00020303923491501357,147
711,0.0009806656924466642,710
712,0.00015607777922038458,113
713,0.000254144348465051,184
714,2.624316641758679e-05,19
716,0.00010773510424061944,78
717,0.0008577371760695472,621
719,9.668534995953027e-06,7
720,0.000772101580391106,559
721,9.668534995953027e-06,7
722,0.0002582880063204595,187
723,0.0006464106254437167,468
724,1.7955850706769907e-05,13
725,0.00010773510424061944,78
726,0.00030524946201508846,221
727,1.3812192851361468e-06,1
728,0.00013674070922847854,99
729,0.00020580167348528588,149
731,0.00012154729709198092,88
732,6.906096425680734e-06,5
733,0.0008604996146398194,623
734,0.00016712753350147375,121
735,0.0004972389426490129,360
736,2.07182892770422e-05,15
737,8.56355956784411e-05,62
738,1.1049754281089174e-05,8
739,3.867413998381211e-05,28
740,0.0004378465133881585,317
741,0.001073207384550786,777
743,4.4199017124356696e-05,32
744,5.110511355003743e-05,37
745,6.906096425680734e-05,50
746,0.00045856480266520075,332
747,0.00012154729709198092,88
748,6.077364854599046e-05,44
749,0.0014102248901240058,1021
751,0.00023204483990287266,168
752,7.596706068248807e-05,55
755,8.839803424871339e-05,64
756,0.00026657532203127633,193
757,5.6629990690582016e-05,41
758,2.9005604987859083e-05,21
759,2.7624385702722936e-05,20
760,0.0003162992162961776,229
761,3.867413998381211e-05,28
762,0.001063538849554833,770
763,4.558023640949285e-05,33
764,7.872949925276036e-05,57
765,9.668534995953027e-06,7
766,0.0003218240934367222,233
767,0.0005000013812192851,362
768,0.0012016607780684478,870
769,0.00010221022710007486,74
770,7.734827996762422e-05,56
771,0.00028453117273804623,206
772,0.00060221160831936,436
773,1.3812192851361468e-06,1
775,4.558023640949285e-05,33
777,4.558023640949285e-05,33
778,0.0005773496611869094,418
779,2.07182892770422e-05,15
780,2.3480727847314495e-05,17
781,8.977925353384954e-05,65
782,6.906096425680734e-06,5
783,5.248633283517358e-05,38
784,0.0003218240934367222,233
785,5.524877140544587e-06,4
786,0.0025483495810761907,1845
787,0.00029281848844886314,212
788,1.3812192851361468e-06,1
789,3.453048212840367e-05,25
790,0.00039088505769352953,283
791,8.28731571081688e-05,60
792,5.110511355003743e-05,37
793,0.00040193481197461873,291
794,0.00012845339351766165,93
795,2.2099508562178348e-05,16
796,1.1049754281089174e-05,8
797,1.3812192851361468e-06,1
798,3.7292920698675965e-05,27
799,3.314926284326752e-05,24
800,7.872949925276036e-05,57
801,0.0003632606719908066,263
802,9.944778852980257e-05,72
804,0.00031077433915563304,225
805,2.2099508562178348e-05,16
806,4.696145569462899e-05,34
807,1.2430973566225321e-05,9
808,0.00044751504838411155,324
810,2.7624385702722936e-05,20
811,0.00038536018055298495,279
812,0.00012292851637711708,89
813,8.425437639330495e-05,61
814,0.0008950300967682231,648
815,1.2430973566225321e-05,9
816,1.7955850706769907e-05,13
817,6.353608711626275e-05,46
818,2.7624385702722935e-06,2
819,2.07182892770422e-05,15
820,0.0001091163235257556,79
822,5.524877140544587e-06,4
825,0.0003687855491313512,267
826,1.3812192851361468e-05,10
827,0.00024723825203937027,179
828,0.00028176873416777394,204
829,0.00014088436708388697,102
830,0.0001063538849554833,77
831,0.0013301141715861093,963
832,0.00018093972635283522,131
834,0.0011187876209602788,810
835,0.0003190616548664499,231
836,0.0003494484791394451,253
837,0.0006767974497167119,490
838,2.07182892770422e-05,15
839,2.9005604987859083e-05,21
840,0.00013397827065820623,97
841,6.629852568653504e-05,48
842,0.00022375752419205578,162
843,1.1049754281089174e-05,8
844,2.9005604987859083e-05,21
845,0.0013011085665982503,942
846,9.806656924466642e-05,71
847,0.00011878485852170862,86
848,0.0006643664761504866,481
849,0.0006712725725761674,486
850,0.00026657532203127633,193
851,0.0001740336299271545,126
852,3.867413998381211e-05,28
853,0.00020165801562987742,146
854,4.14365785540844e-06,3
855,3.7292920698675965e-05,27
856,5.248633283517358e-05,38
857,0.0001657463142163376,120
858,0.0007196152475559325,521
859,0.0003508296984245813,254
860,2.7624385702722935e-06,2
861,2.7624385702722935e-06,2
862,1.3812192851361468e-06,1
863,7.320462211221579e-05,53
864,0.0003867413998381211,280
865,6.629852568653504e-05,48
866,2.3480727847314495e-05,17
867,0.0003936474962638018,285
868,0.0021035969712623515,1523
870,3.7292920698675965e-05,27
871,9.530413067439412e-05,69
872,4.14365785540844e-06,3
873,8.149193782303266e-05,59
875,2.4861947132450642e-05,18
876,1.3812192851361468e-06,1
877,8.28731571081688e-06,6
878,5.524877140544587e-06,4
879,9.11604728189857e-05,66
880,0.0019820496741703706,1435
881,2.7624385702722935e-06,2
882,0.0017582921499783148,1273
883,0.0005276257669220081,382
884,4.696145569462899e-05,34
885,0.00013812192851361468,100
887,1.3812192851361468e-06,1
888,0.00033839872485835596,245
889,0.00010773510424061944,78
890,0.00019060826134878825,138
891,0.0001450280249392954,105
892,4.696145569462899e-05,34
894,2.7624385702722935e-06,2
895,0.0002859123920231824,207
896,7.044218354194349e-05,51
897,0.0006602228182950782,478
899,0.0001712711913568822,124
900,0.0013522136801482876,979
901,0.00017679606849742679,128
902,0.00013812192851361468,100
903,9.11604728189857e-05,66
904,1.7955850706769907e-05,13
906,5.524877140544587e-05,40
907,1.2430973566225321e-05,9
908,0.0005690623454760925,412
910,0.00020718289277042203,150
911,1.3812192851361468e-06,1
912,0.0008080132818046459,585
913,1.3812192851361468e-06,1
914,1.1049754281089174e-05,8
915,0.0026395100538951764,1911
916,1.3812192851361468e-05,10
917,0.0008494498603587303,615
918,6.49173064013989e-05,47
919,9.254169210412184e-05,67
920,0.000658841599009942,477
921,0.000291437269163727,211
922,4.558023640949285e-05,33
923,0.0006850847654275288,496
924,2.7624385702722935e-06,2
925,8.149193782303266e-05,59
926,1.3812192851361468e-06,1
928,6.76797449716712e-05,49
929,0.00021408898919610274,155
930,5.386755212030972e-05,39
931,0.0008397813253627772,608
932,0.000574587222616637,416
933,0.00030110580415968,218
935,0.00014364680565415926,104
936,0.0006533167218693974,473
937,0.00024585703275423415,178
938,0.0001063538849554833,77
939,0.0007527645103992,545
940,0.0006947533004234819,503
941,0.00011602241995143633,84
942,0.00021408898919610274,155
944,7.596706068248807e-05,55
945,0.0002182326470515112,158
946,6.49173064013989e-05,47
947,0.00024585703275423415,178
948,0.0004696145569462899,340
949,9.11604728189857e-05,66
950,8.28731571081688e-05,60
951,5.248633283517358e-05,38
952,1.657463142163376e-05,12
953,0.0008535935182141387,618
954,8.28731571081688e-06,6
955,0.0004571835833800646,331
956,1.3812192851361468e-05,10
958,1.3812192851361468e-05,10
960,0.00010082900781493871,73
961,0.00010497266567034716,76
962,3.176804355813138e-05,23
963,0.0005635374683355479,408
964,0.0002693377606015486,195
965,6.76797449716712e-05,49
966,0.00012430973566225322,90
967,0.00040193481197461873,291
968,3.7292920698675965e-05,27
969,1.657463142163376e-05,12
970,0.0006408857483031721,464
971,0.0015124351172240808,1095
972,0.0003756916455570319,272
974,0.001232047602341443,892
975,1.657463142163376e-05,12
976,0.0004406089519584308,319
977,1.2430973566225321e-05,9
978,9.530413067439412e-05,69
979,0.0008687869303506363,629
980,1.3812192851361468e-05,10
981,0.000516576012640919,374
982,0.00012569095494738936,91
983,3.038682427299523e-05,22
985,0.00030110580415968,218
986,9.254169210412184e-05,67
987,0.0007969635275235567,577
988,0.0005814933190423178,421
989,4.281779783922055e-05,31
990,4.9723894264901284e-05,36
991,7.596706068248807e-05,55
992,0.0003466860405691728,251
993,0.0006533167218693974,473
994,0.00035911701413539814,260
995,6.906096425680734e-06,5
996,3.176804355813138e-05,23
997,0.0004903328462233321,355
998,0.000526244547636872,381
999,9.11604728189857e-05,66
1000,2.07182892770422e-05,15
1001,6.906096425680734e-06,5
1002,9.668534995953027e-06,7
1004,0.0005566313719098672,403
1005,0.00018646460349337982,135
1006,0.0015897833971917049,1151
1007,6.76797449716712e-05,49
1008,4.9723894264901284e-05,36
1009,5.524877140544587e-06,4
1010,6.215486783112661e-05,45
1011,3.453048212840367e-05,25
1012,8.28731571081688e-06,6
1013,0.0003660231105610789,265
1014,0.0005124323547855105,371
1015,0.00042955919767734166,311
1016,0.000611880143315313,443
1017,0.00015607777922038458,113
1018,0.00015607777922038458,113
1019,1.5193412136497615e-05,11
1020,6.353608711626275e-05,46
1021,0.0014254183022605034,1032
1023,0.00016988997207174607,123
1024,0.0003756916455570319,272
1025,0.00013121583208793394,95
1026,4.281779783922055e-05,31
1027,9.944778852980257e-05,72
1028,0.00020165801562987742,146
1029,0.00018784582277851596,136
1031,1.3812192851361468e-06,1
1032,4.558023640949285e-05,33
1033,0.0002831499534529101,205
1034,0.00018093972635283522,131
1035,2.7624385702722936e-05,20
1036,1.3812192851361468e-05,10
1037,1.9337069991906054e-05,14
1038,0.0013991751358429167,1013
1039,0.0005497252754841864,398
1040,5.524877140544587e-06,4
1041,6.906096425680734e-06,5
1042,0.001439230495111865,1042
1043,0.0007831513346721952,567
1044,5.939242926085431e-05,43
1045,0.0002859123920231824,207
1046,0.00018093972635283522,131
